attack_type,attack_method,num_rows,breach_rate_pct,impact_mean
dodging_attack,DPA_HMA_ENSEMBLE,75,74.66666666666667,0.35437152386047904
impersonation_attack,DPA_HMA_ENSEMBLE,75,46.666666666666664,0.2335167759082007
